Event ID	Event Date	Source Name	Source Sectors	Source Country	Event Text	CAMEO Code	Intensity	Target Name	Target Sectors	Target Country	Story ID	Sentence Number	Publisher	City	District	Province	Country	Latitude	Longitude
33865853	2018-12-07	European Union	Regional Diplomatic IGOs,International Government Organization,Regional		Express intent to provide economic aid	0331	5.2	Mauritania		Mauritania	48675523	2	Le Figaro	Nouakchott		District de Nouakchott	Mauritania	18.0858	-15.9785
33865854	2018-12-07	France		France	Express intent to provide economic aid	0331	5.2	Mauritania		Mauritania	48675523	2	Le Figaro	Nouakchott		District de Nouakchott	Mauritania	18.0858	-15.9785
33867279	2018-12-10	Nicolás Maduro	Ideological,Executive,Executive Office,Government,Cabinet,Far Left,Elite,(National) Major Party,Parties	Venezuela	Consult	040	1	Vladimir Putin	Ideological,Elite,Government,Executive Office,(National) Major Party,Parties,Center Right,Executive	Russian Federation	48678582	2	The Oil Daily	Moscow		Moskva	Russian Federation	55.7522	37.6156
33867280	2018-12-10	Nicolás Maduro	Ideological,Executive,Executive Office,Government,Cabinet,Far Left,Elite,(National) Major Party,Parties	Venezuela	Make a visit	042	1.9	Russia		Russian Federation	48678582	2	The Oil Daily	Moscow		Moskva	Russian Federation	55.7522	37.6156
33867282	2018-12-10	Vladimir Putin	Ideological,Elite,Government,Executive Office,(National) Major Party,Parties,Center Right,Executive	Russian Federation	Consult	040	1	Nicolás Maduro	Ideological,Executive,Executive Office,Government,Cabinet,Far Left,Elite,(National) Major Party,Parties	Venezuela	48678582	2	The Oil Daily	Moscow		Moskva	Russian Federation	55.7522	37.6156
33867283	2018-12-10	Russia		Russian Federation	Host a visit	043	2.8	Nicolás Maduro	Ideological,Executive,Executive Office,Government,Cabinet,Far Left,Elite,(National) Major Party,Parties	Venezuela	48678582	2	The Oil Daily	Moscow		Moskva	Russian Federation	55.7522	37.6156
33867281	2018-12-10	Business (Russia)	Business,Social	Russian Federation	Provide economic aid	071	7.4	Venezuela		Venezuela	48678582	5	The Oil Daily	Mejillones		Estado Sucre	Venezuela	10.6795	-62.1888
33867305	2018-12-10	United Nations	Global Diplomatic IGOs,Global,International Government Organization		Make a visit	042	1.9	Poland		Poland	48678583	1	The Oil Daily	Katowice	Katowice	Wojewodztwo Slaskie	Poland	50.2584	19.0275
33867306	2018-12-10	Poland		Poland	Host a visit	043	2.8	United Nations	Global Diplomatic IGOs,Global,International Government Organization		48678583	1	The Oil Daily	Katowice	Katowice	Wojewodztwo Slaskie	Poland	50.2584	19.0275
33865122	2018-12-11	Foreign Affairs (Ireland)	Foreign Ministry,Government,Executive	Ireland	Make statement	010	0	Ireland		Ireland	48673853	1	Reuters News				Ireland	53.344	-6.26719
