Event ID	Event Date	Source Name	Source Sectors	Source Country	Event Text	CAMEO Code	Intensity	Target Name	Target Sectors	Target Country	Story ID	Sentence Number	Publisher	City	District	Province	Country	Latitude	Longitude
33802752	2018-11-12	Tzipi Hotovely	Unicameral,Executive,Legislative / Parliamentary,Government,Foreign Ministry	Israel	Engage in symbolic act	017	0	Rabbi (Israel)	Social,Jewish,International Religious,National Religious	Israel	48543780	2	The Jerusalem Post				Israel	31.779	35.2253
33802848	2018-11-12	Police (Israel)	Police,Government	Israel	Arrest, detain, or charge with legal action	173	-5	Citizen (Israel)	Social,General Population / Civilian / Social	Israel	48543781	1	The Jerusalem Post	Tirat Karmel		Haifa District	Israel	32.7602	34.9718
33802847	2018-11-12	Criminal (Israel)	Dissident,Criminals / Gangs	Israel	Express intent to provide economic aid	0331	5.2	Women (Israel)	Social,General Population / Civilian / Social	Israel	48543781	6	The Jerusalem Post	Tirat Karmel		Haifa District	Israel	32.7602	34.9718
33802788	2018-11-12	Mahmoud Abbas	Executive,Government,Elite,Executive Office	Occupied Palestinian Territory	Accuse	112	-2	Hamas	Dissident,Nongovernmental Organization (International),International Religious,Parties,(National) Major Party,Muslim	Occupied Palestinian Territory	48543787	1	The Jerusalem Post			Gaza Strip	Occupied Palestinian Territory	31.4167	34.3333
33802790	2018-11-12	Mahmoud Abbas	Executive,Government,Elite,Executive Office	Occupied Palestinian Territory	Threaten	130	-4.4	Palestinian Territory, Occupied		Occupied Palestinian Territory	48543787	1	The Jerusalem Post			Gaza Strip	Occupied Palestinian Territory	31.4167	34.3333
33802786	2018-11-12	Mahmoud Abbas	Executive,Government,Elite,Executive Office	Occupied Palestinian Territory	Demonstrate or rally	141	-6.5	United States		United States	48543787	2	The Jerusalem Post	Ramallah		West Bank	Occupied Palestinian Territory	31.8996	35.2042
33802787	2018-11-12	Mahmoud Abbas	Executive,Government,Elite,Executive Office	Occupied Palestinian Territory	Demonstrate or rally	141	-6.5	Israel		Israel	48543787	2	The Jerusalem Post	Ramallah		West Bank	Occupied Palestinian Territory	31.8996	35.2042
33802784	2018-11-12	Hamas	Dissident,Nongovernmental Organization (International),International Religious,Parties,(National) Major Party,Muslim	Occupied Palestinian Territory	Engage in diplomatic cooperation	050	3.5	United States		United States	48543787	6	The Jerusalem Post			Gaza Strip	Occupied Palestinian Territory	31.4167	34.3333
33802785	2018-11-12	Hamas	Dissident,Nongovernmental Organization (International),International Religious,Parties,(National) Major Party,Muslim	Occupied Palestinian Territory	Engage in diplomatic cooperation	050	3.5	Israel		Israel	48543787	6	The Jerusalem Post			Gaza Strip	Occupied Palestinian Territory	31.4167	34.3333
33802789	2018-11-12	Mahmoud Abbas	Executive,Government,Elite,Executive Office	Occupied Palestinian Territory	Accuse	112	-2	Hamas	Dissident,Nongovernmental Organization (International),International Religious,Parties,(National) Major Party,Muslim	Occupied Palestinian Territory	48543787	6	The Jerusalem Post			Gaza Strip	Occupied Palestinian Territory	31.4167	34.3333
33802794	2018-11-12	Benjamin Netanyahu	Elite,Executive,(National) Major Party,Parties,Government,Ideological,Center Right,Executive Office,International Ethnic,Jews,Foreign Ministry	Israel	Consult	040	1	Vladimir Putin	(National) Major Party,Executive Office,Government,Parties,Executive,Ideological,Center Right,Elite	Russian Federation	48543789	1	The Jerusalem Post	Paris	Paris	Region Ile-de-France	France	48.8534	2.3488
33802795	2018-11-12	Vladimir Putin	(National) Major Party,Executive Office,Government,Parties,Executive,Ideological,Center Right,Elite	Russian Federation	Consult	040	1	Benjamin Netanyahu	Elite,Executive,(National) Major Party,Parties,Government,Ideological,Center Right,Executive Office,International Ethnic,Jews,Foreign Ministry	Israel	48543789	1	The Jerusalem Post	Paris	Paris	Region Ile-de-France	France	48.8534	2.3488
33802840	2018-11-12	Israeli Defense Forces	Military,Government	Israel	Use conventional military force	190	-10	Palestinian Territory, Occupied		Occupied Palestinian Territory	48543791	1	The Jerusalem Post	Khan Yunis		Gaza Strip	Occupied Palestinian Territory	31.3402	34.3063
33802727	2018-11-13	Foreign Affairs (Israel)	Executive,Government,Foreign Ministry	Israel	Engage in symbolic act	017	0	Citizen (Israel)	Social,General Population / Civilian / Social	Israel	48543749	1	The Jerusalem Post				Israel	31.779	35.2253
33802823	2018-11-13	Business (Germany)	Social,Business	Germany	Use conventional military force	190	-10	Jew (Germany)	Jewish,International Religious,National Religious,Social	Germany	48543752	3	The Jerusalem Post				Germany	52.5244	13.4105
33802833	2018-11-13	Citizen (Israel)	Social,General Population / Civilian / Social	Israel	Bring lawsuit against	115	-2	Menachem Begin	International Ethnic,Jews		48543759	2	The Jerusalem Post	Jerusalem		Jerusalem District	Israel	31.769	35.2163
33802737	2018-11-13	Citizen (Israel)	Social,General Population / Civilian / Social	Israel	Conduct strike or boycott	143	-6.5	Unspecified Actor	Unspecified		48543760	6	The Jerusalem Post	Jerusalem		Jerusalem District	Israel	31.769	35.2163
33802720	2018-11-13	Benjamin Netanyahu	Elite,Executive,(National) Major Party,Parties,Government,Ideological,Center Right,Executive Office,International Ethnic,Jews,Foreign Ministry	Israel	Reduce or break diplomatic relations	161	-4	France		France	48543765	6	The Jerusalem Post	Paris	Paris	Region Ile-de-France	France	48.8534	2.3488
33802830	2018-11-13	Benjamin Netanyahu	Elite,Executive,(National) Major Party,Parties,Government,Ideological,Center Right,Executive Office,International Ethnic,Jews,Foreign Ministry	Israel	Consult	040	1	Media Personnel (Israel)	Social,Media	Israel	48543767	4	The Jerusalem Post	Gaza		Gaza Strip	Occupied Palestinian Territory	31.5	34.4667
33802831	2018-11-13	Media Personnel (Israel)	Social,Media	Israel	Consult	040	1	Benjamin Netanyahu	Elite,Executive,(National) Major Party,Parties,Government,Ideological,Center Right,Executive Office,International Ethnic,Jews,Foreign Ministry	Israel	48543767	4	The Jerusalem Post	Gaza		Gaza Strip	Occupied Palestinian Territory	31.5	34.4667
33802629	2018-11-13	Tzipi Livni	(National) Major Party,Parties,Ideological,International Ethnic,Centrist,Jews	Israel	Make empathetic comment	018	3.4	Citizen (Palestinian Territory, Occupied)	General Population / Civilian / Social,Social	Occupied Palestinian Territory	48543768	2	The Jerusalem Post	Gaza		Gaza Strip	Occupied Palestinian Territory	31.5	34.4667
33802630	2018-11-13	Tzipi Livni	(National) Major Party,Parties,Ideological,International Ethnic,Centrist,Jews	Israel	Criticize or denounce	111	-2	Benjamin Netanyahu	Elite,Executive,(National) Major Party,Parties,Government,Ideological,Center Right,Executive Office,International Ethnic,Jews,Foreign Ministry	Israel	48543768	2	The Jerusalem Post	Gaza		Gaza Strip	Occupied Palestinian Territory	31.5	34.4667
33802628	2018-11-13	Tzipi Livni	(National) Major Party,Parties,Ideological,International Ethnic,Centrist,Jews	Israel	Make statement	010	0	Benjamin Netanyahu	Elite,Executive,(National) Major Party,Parties,Government,Ideological,Center Right,Executive Office,International Ethnic,Jews,Foreign Ministry	Israel	48543768	4	The Jerusalem Post	Gaza		Gaza Strip	Occupied Palestinian Territory	31.5	34.4667
33802777	2018-11-13	Hamas	Dissident,Nongovernmental Organization (International),International Religious,Parties,(National) Major Party,Muslim	Occupied Palestinian Territory	Make statement	010	0	Terrorist Leader (Palestinian Territory, Occupied)	Dissident,Rebel	Occupied Palestinian Territory	48543769	1	The Jerusalem Post	Khan Yunis		Gaza Strip	Occupied Palestinian Territory	31.3402	34.3063
33802778	2018-11-13	Israeli Defense Forces	Military,Government	Israel	Use conventional military force	190	-10	Citizen (Palestinian Territory, Occupied)	General Population / Civilian / Social,Social	Occupied Palestinian Territory	48543769	5	The Jerusalem Post			Gaza Strip	Occupied Palestinian Territory	31.4167	34.3333
33802841	2018-11-13	Israel		Israel	Use conventional military force	190	-10	Citizen (Palestinian Territory, Occupied)	General Population / Civilian / Social,Social	Occupied Palestinian Territory	48543772	6	The Jerusalem Post	Khan Yunis		Gaza Strip	Occupied Palestinian Territory	31.3402	34.3063
33802851	2018-11-13	Hamas	Dissident,Nongovernmental Organization (International),International Religious,Parties,(National) Major Party,Muslim	Occupied Palestinian Territory	Use conventional military force	190	-10	Citizen (Israel)	Social,General Population / Civilian / Social	Israel	48543773	2	The Jerusalem Post	Ashqelon		Southern District	Israel	31.6693	34.5715
33802834	2018-11-13	Israeli Defense Forces	Military,Government	Israel	Use conventional military force	190	-10	Hamas	Dissident,Nongovernmental Organization (International),International Religious,Parties,(National) Major Party,Muslim	Occupied Palestinian Territory	48543775	1	The Jerusalem Post			Gaza Strip	Occupied Palestinian Territory	31.4167	34.3333
33802835	2018-11-13	Israeli Defense Forces	Military,Government	Israel	Use conventional military force	190	-10	Palestinian Islamic Jihad	Dissident,Insurgents,International Religious,Muslim	Occupied Palestinian Territory	48543775	1	The Jerusalem Post			Gaza Strip	Occupied Palestinian Territory	31.4167	34.3333
33801315	2018-11-19	Head of Government (United States)	Executive,Executive Office,Government	United States	Accuse	112	-2	Pakistan		Pakistan	48541371	1	Al Jazeera English	Islamabad		Islamabad Capital Territory	Pakistan	33.7215	73.0433
33801312	2018-11-19	Imran Khan	Centrist,(National) Minor Party,Dissident,Protestors / Popular Opposition / Mobs,Ideological,Parties	Pakistan	Make statement	010	0	Donald Trump	Executive,Executive Office,Government	United States	48541371	2	Al Jazeera English	Islamabad		Islamabad Capital Territory	Pakistan	33.7215	73.0433
33801313	2018-11-19	Pakistan		Pakistan	Provide aid	070	7	United States		United States	48541371	3	Al Jazeera English	Islamabad		Islamabad Capital Territory	Pakistan	33.7215	73.0433
