Event ID	Event Date	Source Name	Source Sectors	Source Country	Event Text	CAMEO Code	Intensity	Target Name	Target Sectors	Target Country	Story ID	Sentence Number	Publisher	City	District	Province	Country	Latitude	Longitude
33953359	2019-01-18	Theresa May	Center Right,Ideological,Elite,Executive Office,Executive,(National) Major Party,Parties,Government	United Kingdom	Sign formal agreement	057	8	European Union	Regional,International Government Organization,Regional Diplomatic IGOs		48852851	4	The Jerusalem Post			Britain	United Kingdom	53.5938	-1.86823
33953360	2019-01-18	European Union	Regional,International Government Organization,Regional Diplomatic IGOs		Sign formal agreement	057	8	Theresa May	Center Right,Ideological,Elite,Executive Office,Executive,(National) Major Party,Parties,Government	United Kingdom	48852851	4	The Jerusalem Post			Britain	United Kingdom	53.5938	-1.86823
33953338	2019-01-18	Benny Gantz	Military,Government	Israel	Appeal for diplomatic cooperation (such as policy support)	022	3.4	Citizen (Israel)	Social,General Population / Civilian / Social	Israel	48852871	3	The Jerusalem Post				Israel	31.779	35.2253
33953339	2019-01-18	Yesh Atid	Ideological,Secular,(National) Major Party,Parties	Israel	Return, release person(s)	0841	7	Ministry (Israel)	Government	Israel	48852871	6	The Jerusalem Post				Israel	31.779	35.2253
33953098	2019-01-20	Rodrigo Duterte	Executive,Government,Executive Office	Philippines	Make an appeal or request	020	3	Citizen (Philippines)	General Population / Civilian / Social,Social	Philippines	48852590	4	PNA (Philippines News Agency)			Mindanao	Philippines	7.09544	124.387
33953230	2019-01-21	Rodrigo Duterte	Executive,Government,Executive Office	Philippines	Praise or endorse	051	3.4	Party Member (Philippines)	Parties	Philippines	48852582	1	PNA (Philippines News Agency)	Malacanang Palace	City of Manila	National Capital Region	Philippines	14.5939	120.994
33953231	2019-01-21	Government (Philippines)	Government	Philippines	Praise or endorse	051	3.4	Party Member (Philippines)	Parties	Philippines	48852582	1	PNA (Philippines News Agency)	Malacanang Palace	City of Manila	National Capital Region	Philippines	14.5939	120.994
33953161	2019-01-21	Media Personnel (Philippines)	Social,Media	Philippines	Make statement	010	0	City Mayor (Philippines)	Municipal,Local,Government	Philippines	48852583	4	PNA (Philippines News Agency)	Manila	City of Manila	National Capital Region	Philippines	14.6042	120.982
33953097	2019-01-21	Media Personnel (Philippines)	Social,Media	Philippines	Make statement	010	0	Rodrigo Duterte	Executive,Government,Executive Office	Philippines	48852584	5	PNA (Philippines News Agency)		Cotabato City	Soccsksargen	Philippines	7.21667	124.25
33953232	2019-01-21	High Ranking Military Personnel (Philippines)	Government,Military	Philippines	Make statement	010	0	Military (Philippines)	Government,Military	Philippines	48852585	4	PNA (Philippines News Agency)		Davao City	Davao	Philippines	7.06955	125.598
33953233	2019-01-21	High Ranking Military Personnel (Philippines)	Government,Military	Philippines	Make statement	010	0	New People's Army	Ideological,Insurgents,Dissident,Communist	Philippines	48852585	5	PNA (Philippines News Agency)		Davao City	Davao	Philippines	7.06955	125.598
33953170	2019-01-21	Domestic Affairs (Philippines)	Interior / Home Ministry,Executive,Government	Philippines	Express intent to cooperate	030	4	Citizen (Philippines)	General Population / Civilian / Social,Social	Philippines	48852586	1	PNA (Philippines News Agency)	Manila	City of Manila	National Capital Region	Philippines	14.6042	120.982
33953171	2019-01-21	Domestic Affairs (Philippines)	Interior / Home Ministry,Executive,Government	Philippines	Refuse to yield	124	-4	Citizen (Philippines)	General Population / Civilian / Social,Social	Philippines	48852586	1	PNA (Philippines News Agency)	Manila	City of Manila	National Capital Region	Philippines	14.6042	120.982
33953153	2019-01-21	Government (Philippines)	Government	Philippines	Provide economic aid	071	7.4	Armed Rebel (Philippines)	Dissident,Rebel	Philippines	48852587	1	PNA (Philippines News Agency)	Cagayan	Province of Palawan	Mimaropa	Philippines	6.9747	118.514
33951742	2019-01-22	Attacker (Portugal)	Dissident,Criminals / Gangs	Portugal	Conduct suicide, car, or other non-military bombing	183	-10	Police (Portugal)	Government,Police	Portugal	48849722	2	Al Jazeera English	Setubal	Setubal	Distrito de Setubal	Portugal	38.5244	-8.8882
33951741	2019-01-22	Police (Portugal)	Government,Police	Portugal	Physically assault	182	-9.5	Citizen (Portugal)	Social,General Population / Civilian / Social	Portugal	48849722	6	Al Jazeera English	Seixal	Lourinha	Distrito de Lisboa	Portugal	39.2603	-9.32318
33951732	2019-01-22	Armed Band (Qatar)	Unidentified Forces	Qatar	Engage in negotiation	046	7	United States		United States	48849726	1	Al Jazeera English				Qatar	25.2793	51.5224
33951733	2019-01-22	United States		United States	Engage in negotiation	046	7	Armed Band (Qatar)	Unidentified Forces	Qatar	48849726	1	Al Jazeera English				United States	38.8951	-77.0364
