Event ID	Event Date	Source Name	Source Sectors	Source Country	Event Text	CAMEO Code	Intensity	Target Name	Target Sectors	Target Country	Story ID	Sentence Number	Publisher	City	District	Province	Country	Latitude	Longitude
33927694	2018-12-16	Abdul Hamid	Executive,Government,(National) Major Party,Executive Office,Elite,Government Major Party (In Government),Parties	Bangladesh	Engage in symbolic act	017	0	Citizen (Hungary)	General Population / Civilian / Social,Social	Hungary	48804566	1	United News of Bangladesh Limited	Savar		Dhaka Division	Bangladesh	24.3372	89.9971
33927695	2018-12-16	Sheikh Hasina Wajed	Executive,Government,(National) Major Party,Executive Office,Elite,Government Major Party (In Government),Foreign Ministry,Parties,Interior / Home Ministry	Bangladesh	Engage in symbolic act	017	0	Citizen (Hungary)	General Population / Civilian / Social,Social	Hungary	48804566	1	United News of Bangladesh Limited	Savar		Dhaka Division	Bangladesh	24.3372	89.9971
33928129	2018-12-16	Sheikh Hasina Wajed	Executive,Government,(National) Major Party,Executive Office,Elite,Government Major Party (In Government),Foreign Ministry,Parties,Interior / Home Ministry	Bangladesh	Engage in symbolic act	017	0	Mujibar Rahman	Elite	Bangladesh	48804569	5	United News of Bangladesh Limited	Savar		Dhaka Division	Bangladesh	24.3372	89.9971
33927699	2018-12-16	Citizen (Serbia)	Social,General Population / Civilian / Social	Serbia	Demonstrate or rally	141	-6.5	Unspecified Actor	Unspecified		48804571	1	United News of Bangladesh Limited	Belgrade		Central Serbia	Serbia	44.804	20.4651
33927700	2018-12-16	Citizen (Serbia)	Social,General Population / Civilian / Social	Serbia	Demonstrate or rally	141	-6.5	Unspecified Actor	Unspecified		48804571	2	United News of Bangladesh Limited	Belgrade		Central Serbia	Serbia	44.804	20.4651
33927701	2018-12-16	Citizen (Serbia)	Social,General Population / Civilian / Social	Serbia	Demonstrate or rally	141	-6.5	Unspecified Actor	Unspecified		48804571	5	United News of Bangladesh Limited	Krusevac	Rasinski Okrug	Central Serbia	Serbia	43.58	21.3339
33928094	2018-12-16	Citizen (Pakistan)	Social,General Population / Civilian / Social	Pakistan	Use unconventional violence	180	-9	Military Personnel - Special (Pakistan)	Government,Military	Pakistan	48804573	1	United News of Bangladesh Limited				Pakistan	33.7215	73.0433
33927748	2018-12-16	Sri Lanka United National Party	Opposition Major Party (Out Of Government),(National) Major Party,Parties	Sri Lanka	Make statement	010	0	Ranil Wickremasinghe	Executive Office,Executive,Government,Elite	Sri Lanka	48804574	2	United News of Bangladesh Limited				Sri Lanka	6.93194	79.8478
33927936	2018-12-16	Mirza Fakhrul Islam Alamgir	Opposition Major Party (Out Of Government),(National) Major Party,Media,Social,Parties	Bangladesh	Accuse	112	-2	Ruling Party (Hungary)	Parties,(National) Major Party,Government Major Party (In Government)	Hungary	48804576	1	United News of Bangladesh Limited				Hungary	47.498	19.0399
33927934	2018-12-16	Mirza Fakhrul Islam Alamgir	Opposition Major Party (Out Of Government),(National) Major Party,Media,Social,Parties	Bangladesh	Make statement	010	0	Opposition Supporter (Hungary)	Dissident,Protestors / Popular Opposition / Mobs	Hungary	48804576	6	United News of Bangladesh Limited	Savar		Dhaka Division	Bangladesh	24.3372	89.9971
33927935	2018-12-16	Mirza Fakhrul Islam Alamgir	Opposition Major Party (Out Of Government),(National) Major Party,Media,Social,Parties	Bangladesh	Make statement	010	0	Activist (Hungary)	Nongovernmental Organizations / Activists,Human Rights NGOs,Human Rights IGOs,Nongovernmental Organization (International)	Hungary	48804576	6	United News of Bangladesh Limited	Savar		Dhaka Division	Bangladesh	24.3372	89.9971
33927854	2018-12-16	Police (India)	Police,Government	India	Arrest, detain, or charge with legal action	173	-5	Motilon	National Ethnic Minority,Social,South American Indigenous,International Ethnic,National Ethnic	Colombia	48804580	3	United News of Bangladesh Limited	Shyamnagar	North 24 Parganas	State of West Bengal	India	22.8333	88.3667
33927808	2018-12-16	Selima Rahman	Opposition Major Party (Out Of Government),(National) Major Party,Parties	Bangladesh	Accuse	112	-2	Police (Bangladesh)	Government,Police	Bangladesh	48804581	1	United News of Bangladesh Limited				Bangladesh	23.7104	90.4074
33927809	2018-12-16	Selima Rahman	Opposition Major Party (Out Of Government),(National) Major Party,Parties	Bangladesh	Complain officially	114	-2	Police (Bangladesh)	Government,Police	Bangladesh	48804581	3	United News of Bangladesh Limited				Bangladesh	23.7104	90.4074
