Event ID	Event Date	Source Name	Source Sectors	Source Country	Event Text	CAMEO Code	Intensity	Target Name	Target Sectors	Target Country	Story ID	Sentence Number	Publisher	City	District	Province	Country	Latitude	Longitude
33947055	2019-01-15	Citizen (Cote d'Ivoire)	Social,General Population / Civilian / Social	Cote d'Ivoire	Obstruct passage, block	144	-7.5	Unspecified Actor	Unspecified		48840355	2	Agence Ivoirienne de Presse	Yopougon		Lagunes	Cote d'Ivoire	5.37477	-4.08669
33947056	2019-01-15	Citizen (Cote d'Ivoire)	Social,General Population / Civilian / Social	Cote d'Ivoire	Occupy territory	192	-9.5	Cote d'Ivoire		Cote d'Ivoire	48840355	2	Agence Ivoirienne de Presse	Yopougon		Lagunes	Cote d'Ivoire	5.37477	-4.08669
33946973	2019-01-15	Laurent Gbagbo	Elite,Ideological,Parties,Center Left,(National) Major Party	Cote d'Ivoire	Appeal for release of persons or property	0253	-0.3	Alassane Ouattara	Muslim,Executive,Executive Office,Regional Economic/Financial/Trade IGOs,Regional,International Government Organization,Defense / Security Ministry,Elite,International Religious,Government	Cote d'Ivoire	48840364	4	Agence Ivoirienne de Presse	Ouragahio		Fromager	Cote d'Ivoire	6.31058	-5.93473
33947008	2019-01-15	Lawyer/Attorney (Cote d'Ivoire)	Legal,Social	Cote d'Ivoire	Make statement	010	0	Military Personnel - Special (Cote d'Ivoire)	Government,Military	Cote d'Ivoire	48840369	4	Agence Ivoirienne de Presse	Abidjan		Lagunes	Cote d'Ivoire	5.30966	-4.01266
33947052	2019-01-15	Senegal		Senegal	Praise or endorse	051	3.4	Citizen (Senegal)	Social,General Population / Civilian / Social	Senegal	48840370	1	Agence Ivoirienne de Presse	Ouaninou			Cote d'Ivoire	8.2379	-7.86638
33948491	2019-01-15	Guyana		Guyana	Express intent to engage in diplomatic cooperation (such as policy support)	032	4.5	Exxon Mobil	Social,Heavy Industrial / Chemical Business,Business	United States	48843270	2	The Oil Daily	Stabroek		Demerara-Mahaica Region	Guyana	6.8094	-58.1615
33948492	2019-01-15	Guyana		Guyana	Express intent to engage in diplomatic cooperation (such as policy support)	032	4.5	Business (Guyana)	Social,Business	Guyana	48843270	2	The Oil Daily	Stabroek		Demerara-Mahaica Region	Guyana	6.8094	-58.1615
33948494	2019-01-15	Progressive Party (Guyana)	Parties	Guyana	Accuse	112	-2	David Granger	Parties,(National) Major Party,Government,Executive Office,Executive,Elite	Guyana	48843270	4	The Oil Daily	Stabroek		Demerara-Mahaica Region	Guyana	6.8094	-58.1615
33948493	2019-01-15	Ruling Coalition (Guyana)	Government Major Party (In Government),Parties,(National) Major Party	Guyana	Criticize or denounce	111	-2	David Granger	Parties,(National) Major Party,Government,Executive Office,Executive,Elite	Guyana	48843270	5	The Oil Daily	Stabroek		Demerara-Mahaica Region	Guyana	6.8094	-58.1615
33947391	2019-01-16	Turkey		Turkey	Make statement	010	0	Donald Trump	Executive,Government,Executive Office	United States	48841123	5	The Jerusalem Post	Ankara		Ankara	Turkey	39.9199	32.8543
33947446	2019-01-16	Party Member (Iran)	Parties	Iran	Make an appeal or request	020	3	Citizen (Iran)	Social,General Population / Civilian / Social	Iran	48841124	5	The Jerusalem Post	New York City		state of New York	United States	40.7143	-74.006
