Event ID	Event Date	Source Name	Source Sectors	Source Country	Event Text	CAMEO Code	Intensity	Target Name	Target Sectors	Target Country	Story ID	Sentence Number	Publisher	City	District	Province	Country	Latitude	Longitude
33910195	2019-01-02	Benjamin Netanyahu	Elite,Foreign Ministry,International Ethnic,(National) Major Party,Jews,Parties,Ideological,Center Right,Executive Office,Government,Executive	Israel	Make a visit	042	1.9	Brazil		Brazil	48770533	3	The Jerusalem Post				Brazil	-15.8307	-47.6127
33910196	2019-01-02	Brazil		Brazil	Host a visit	043	2.8	Benjamin Netanyahu	Elite,Foreign Ministry,International Ethnic,(National) Major Party,Jews,Parties,Ideological,Center Right,Executive Office,Government,Executive	Israel	48770533	3	The Jerusalem Post				Brazil	-15.8307	-47.6127
33910244	2019-01-02	Petro Poroshenko	Social,Government,Consumer Goods Business,Executive,Executive Office,Business,Finance / Economy / Commerce / Trade Ministry	Ukraine	Express intent to meet or negotiate	036	4	Israel		Israel	48770535	1	The Jerusalem Post				Ukraine	50.4547	30.5238
33910245	2019-01-02	Head of Government (Ukraine)	Executive Office,Government,Executive	Ukraine	Express intent to meet or negotiate	036	4	Israel		Israel	48770535	3	The Jerusalem Post				Ukraine	50.4547	30.5238
33910246	2019-01-02	Petro Poroshenko	Social,Government,Consumer Goods Business,Executive,Executive Office,Business,Finance / Economy / Commerce / Trade Ministry	Ukraine	Express intent to meet or negotiate	036	4	Israel		Israel	48770535	3	The Jerusalem Post				Ukraine	50.4547	30.5238
33910238	2019-01-02	Israel		Israel	Engage in negotiation	046	7	Government (Syria)	Government	Syria	48770537	6	The Jerusalem Post	Damascus		Dimashq	Syria	33.5102	36.2913
33910239	2019-01-02	Government (Syria)	Government	Syria	Engage in negotiation	046	7	Israel		Israel	48770537	6	The Jerusalem Post	Damascus		Dimashq	Syria	33.5102	36.2913
33910220	2019-01-02	Military Personnel (Israel)	Government,Military	Israel	Reduce relations	160	-4	Knesset	Government,Legislative / Parliamentary,Unicameral	Israel	48770542	2	The Jerusalem Post				Israel	31.779	35.2253
33910218	2019-01-02	Citizen (Israel)	Social,General Population / Civilian / Social	Israel	Criticize or denounce	111	-2	Ministry (Israel)	Government	Israel	48770542	6	The Jerusalem Post				Israel	31.779	35.2253
33910219	2019-01-02	Citizen (Israel)	Social,General Population / Civilian / Social	Israel	Criticize or denounce	111	-2	Yariv Levin	Tourism Ministry,(National) Major Party,Parties,Ideological,Center Right,Government,Executive	Israel	48770542	6	The Jerusalem Post				Israel	31.779	35.2253
