Event ID	Event Date	Source Name	Source Sectors	Source Country	Event Text	CAMEO Code	Intensity	Target Name	Target Sectors	Target Country	Story ID	Sentence Number	Publisher	City	District	Province	Country	Latitude	Longitude
33894866	2018-12-26	Defense / Security Ministry (Russia)	Defense / Security Ministry,Government,Executive	Russian Federation	Make statement	010	0	Russia		Russian Federation	48737398	1	Reuters News				Russian Federation	55.7522	37.6156
33894609	2018-12-28	Police (Costa Rica)	Government,Police	Costa Rica	Make an appeal or request	020	3	Citizen (Costa Rica)	Social,General Population / Civilian / Social	Costa Rica	48736862	4	La Nacion	San Jose		Provincia de San Jose	Costa Rica	9.93333	-84.0833
33894640	2018-12-28	Reporters Without Borders	Information / Communication / Transparency IGOs,Nongovernmental Organization (International),Human Rights IGOs		Make an appeal or request	020	3	Unidentified State Actor			48736921	2	Turan Information Agency (Azerbaijan)				Azerbaijan	40.3953	49.8822
33894642	2018-12-28	Reporters Without Borders	Information / Communication / Transparency IGOs,Nongovernmental Organization (International),Human Rights IGOs		Criticize or denounce	111	-2	Unidentified State Actor			48736921	2	Turan Information Agency (Azerbaijan)				Azerbaijan	40.3953	49.8822
33894641	2018-12-28	Other Authorities / Officials (Azerbaijan)	Government	Azerbaijan	Demand	100	-5	Khadija Ismayilova	Social,Media	Azerbaijan	48736921	4	Turan Information Agency (Azerbaijan)				Azerbaijan	40.3953	49.8822
33894643	2018-12-28	Other Authorities / Officials (Azerbaijan)	Government	Azerbaijan	Arrest, detain, or charge with legal action	173	-5	News Editor (Azerbaijan)	Social,Media	Azerbaijan	48736921	4	Turan Information Agency (Azerbaijan)				Azerbaijan	40.3953	49.8822
33894644	2018-12-28	Citizen (Azerbaijan)	General Population / Civilian / Social,Social	Azerbaijan	Use unconventional violence	180	-9	Police (Azerbaijan)	Government,Police	Azerbaijan	48736921	6	Turan Information Agency (Azerbaijan)				Azerbaijan	40.3953	49.8822
33894664	2018-12-28	Israel		Israel	Express intent to engage in diplomatic cooperation (such as policy support)	032	4.5	United States		United States	48736924	2	Israel Faxx				Israel	31.779	35.2253
33894665	2018-12-28	Danny Danon	Parties,Government,(National) Major Party,Defense / Security Ministry,Ideological,Center Right,Executive	Israel	Accuse	112	-2	Palestinian Territory, Occupied		Occupied Palestinian Territory	48736924	6	Israel Faxx				United States	38.8951	-77.0364
33894639	2018-12-28	Russia		Russian Federation	Make statement	010	0	Syria		Syria	48736925	5	Israel Faxx	Moscow		Moskva	Russian Federation	55.7522	37.6156
33894569	2018-12-29	Men (Mexico)	General Population / Civilian / Social,Social	Mexico	fight with small arms and light weapons	193	-10	Police (United States)	Government,Police	United States	48736705	1	Associated Press Newswires	San Francisco	San Francisco County	California	United States	37.7749	-122.419
33894567	2018-12-29	Police (Afghanistan)	Government,Police	Afghanistan	Accuse	112	-2	Citizen (Afghanistan)	Social,General Population / Civilian / Social	Afghanistan	48736706	4	Xinhua News Agency	Pomir		Badakhshan	Afghanistan	37.0193	72.6604
33894568	2018-12-29	Military (Ukraine)	Government,Military	Ukraine	fight with small arms and light weapons	193	-10	Ukraine		Ukraine	48736707	1	ITAR Tass				Ukraine	50.4547	30.5238
33894575	2018-12-29	Donald Trump	Government,Executive Office,Executive	United States	Threaten to reduce or break relations	1313	-5.8	Mexico		Mexico	48736746	2	Associated Press Newswires			Washington D.C.	United States	38.9171	-77.0003
33894561	2018-12-29	Party Member (Brazil)	Parties	Brazil	Make a visit	042	1.9	Benjamin Netanyahu	(National) Major Party,Parties,Government,International Ethnic,Elite,Foreign Ministry,Jews,Executive,Center Right,Executive Office,Ideological	Israel	48736749	1	Xinhua News Agency	Rio de Janeiro	Rio De Janeiro	Estado do Rio de Janeiro	Brazil	-22.9028	-43.2075
33894565	2018-12-29	Benjamin Netanyahu	(National) Major Party,Parties,Government,International Ethnic,Elite,Foreign Ministry,Jews,Executive,Center Right,Executive Office,Ideological	Israel	Host a visit	043	2.8	Party Member (Brazil)	Parties	Brazil	48736749	1	Xinhua News Agency	Rio de Janeiro	Rio De Janeiro	Estado do Rio de Janeiro	Brazil	-22.9028	-43.2075
33894562	2018-12-29	Benjamin Netanyahu	(National) Major Party,Parties,Government,International Ethnic,Elite,Foreign Ministry,Jews,Executive,Center Right,Executive Office,Ideological	Israel	Make a visit	042	1.9	Brazil		Brazil	48736749	2	Xinhua News Agency	Rio de Janeiro	Rio De Janeiro	Estado do Rio de Janeiro	Brazil	-22.9028	-43.2075
33894563	2018-12-29	Benjamin Netanyahu	(National) Major Party,Parties,Government,International Ethnic,Elite,Foreign Ministry,Jews,Executive,Center Right,Executive Office,Ideological	Israel	Meet at a 'third' location	044	2.5	Head of Government (Israel)	Government,Executive,Executive Office	Israel	48736749	2	Xinhua News Agency	Rio de Janeiro	Rio De Janeiro	Estado do Rio de Janeiro	Brazil	-22.9028	-43.2075
33894564	2018-12-29	Head of Government (Israel)	Government,Executive,Executive Office	Israel	Meet at a 'third' location	044	2.5	Benjamin Netanyahu	(National) Major Party,Parties,Government,International Ethnic,Elite,Foreign Ministry,Jews,Executive,Center Right,Executive Office,Ideological	Israel	48736749	2	Xinhua News Agency	Rio de Janeiro	Rio De Janeiro	Estado do Rio de Janeiro	Brazil	-22.9028	-43.2075
33894566	2018-12-29	Brazil		Brazil	Host a visit	043	2.8	Benjamin Netanyahu	(National) Major Party,Parties,Government,International Ethnic,Elite,Foreign Ministry,Jews,Executive,Center Right,Executive Office,Ideological	Israel	48736749	2	Xinhua News Agency	Rio de Janeiro	Rio De Janeiro	Estado do Rio de Janeiro	Brazil	-22.9028	-43.2075
33894560	2018-12-29	Party Member (Brazil)	Parties	Brazil	Express intent to meet or negotiate	036	4	Israel		Israel	48736749	3	Xinhua News Agency	Rio de Janeiro	Rio De Janeiro	Estado do Rio de Janeiro	Brazil	-22.9028	-43.2075
33894580	2018-12-29	Narendra Modi	Dissident,Radicals / Extremists / Fundamentalists,Opposition Major Party (Out Of Government),Parties,Hindu,(National) Major Party,Nationalist,Elite,Far Right,International Religious,Ideological	India	Express intent to meet or negotiate	036	4	India		India	48736757	1	Hindustan Times	Varanasi		State of Uttar Pradesh	India	25.3167	83.0104
33894581	2018-12-29	Narendra Modi	Dissident,Radicals / Extremists / Fundamentalists,Opposition Major Party (Out Of Government),Parties,Hindu,(National) Major Party,Nationalist,Elite,Far Right,International Religious,Ideological	India	Make a visit	042	1.9	India		India	48736757	2	Hindustan Times	Ghazipur		State of Uttar Pradesh	India	25.8007	80.7508
33894582	2018-12-29	India		India	Host a visit	043	2.8	Narendra Modi	Dissident,Radicals / Extremists / Fundamentalists,Opposition Major Party (Out Of Government),Parties,Hindu,(National) Major Party,Nationalist,Elite,Far Right,International Religious,Ideological	India	48736757	2	Hindustan Times	Ghazipur		State of Uttar Pradesh	India	25.8007	80.7508
